0.17504,-0.127414,0.982669,,,
0.28595,-0.300251,0.95678,,,
-0.0723377,-0.206523,1.14981,,,
-0.0557498,-0.224672,1.17659,,,
0.323036,0.017965,0.853003,,,
0.338033,-0.216444,0.92725,,,
0.270501,0.0388176,0.818036,,,
0.265533,0.0317445,0.816456,,,
0.242749,0.0408796,0.845818,,,
0.236604,0.0384668,0.857699,,,
-0.0728869,-0.28041,1.12908,,,
-0.28067,-0.208011,0.99313,,,
0.308191,0.0411129,0.808899,,,
0.345046,-0.181542,0.957296,,,
0.241309,0.0267559,0.858386,,,
0.908749,-0.339076,0.6379,,,
0.359085,-0.139545,0.846873,,,
1.02801,-0.263011,0.487136,,,
0.500948,-0.171511,0.748409,,,
0.891683,-0.298935,0.603247,,,
0.970413,-0.0766214,0.632374,,,
0.513097,-0.0375637,0.780027,,,
0.848902,-0.393672,0.677285,,,
1.01101,-0.0306571,0.568782,,,
0.342216,-0.133304,0.984947,,,
0.455057,-0.288002,0.689016,,,
0.273656,-0.0266751,0.985495,,,
0.266264,0.0121406,0.812613,,,
0.288405,0.0129392,0.860866,,,
0.417951,-0.125646,0.874585,,,
0.377232,-0.136191,1.00177,,,
0.275445,0.00260654,0.825331,,,
0.486152,-0.0655348,0.642702,,,
0.320026,-0.0943013,0.995984,,,
0.501061,-0.209701,0.725489,,,
0.263676,0.00169433,0.831789,,,
0.411881,-0.429055,0.796242,,,
0.886741,-0.0233497,0.789376,,,
0.695073,-0.0506686,0.704353,,,
0.935466,-0.214013,0.620608,,,
0.492882,-0.210148,0.727067,,,
0.43359,-0.119409,0.802048,,,
0.481866,-0.3834,0.69016,,,
0.336891,-0.457291,0.927816,,,
0.352444,-0.127516,0.973298,,,
0.490756,-0.161635,0.724173,,,
0.146645,-0.0478322,1.02099,,,
0.322661,0.0210686,0.82721,,,
0.251601,-0.408326,0.982996,,,
0.330767,-0.342567,0.931276,,,
0.458855,-0.361721,0.680334,,,
0.474732,-0.330035,0.6939,,,
0.53195,-0.0458554,0.707081,,,
0.485946,-0.200584,0.706742,,,
0.445038,-0.0077522,0.822,,,
0.394971,-0.189466,0.813152,,,
0.417087,-0.125484,0.802009,,,
0.404848,-0.127509,0.803881,,,
0.307826,0.00485703,0.82691,,,
0.338858,-0.272388,0.920044,,,
0.489068,-0.197387,0.733743,,,
0.456416,-0.112953,0.826601,,,
0.481357,-0.248874,0.718319,,,
0.47192,-0.296476,0.702262,,,
0.466766,-0.355115,0.688312,,,
0.48138,-0.226476,0.722105,,,
0.476368,-0.233834,0.716376,,,
0.469788,-0.24863,0.700418,,,
0.48065,-0.12991,0.73863,,,
0.416837,-0.227375,0.833377,,,
0.477228,-0.373989,0.686934,,,
0.351524,-0.243162,0.946528,,,
0.298073,0.00624672,0.921867,,,
0.477709,-0.373789,0.687044,,,
-0.0748117,-0.455665,1.09503,,,
0.360123,-0.264568,0.958432,,,
0.115527,-0.0259328,1.19327,,,
0.349655,-0.40124,0.917593,,,
-0.0725425,-0.175186,1.17158,,,
0.336367,-0.208902,0.968129,,,
0.355526,-0.379352,0.944712,,,
0.287396,-0.369175,0.967935,,,
0.352645,-0.322633,0.936263,,,
0.253225,-0.409394,0.986937,,,
0.335239,-0.409791,0.93211,,,
-0.00425632,-0.319694,1.13007,,,
-0.0678174,-0.184746,1.16903,,,
-0.0682184,-0.206839,1.16502,,,
-0.0763616,-0.164399,1.22865,,,
0.929249,-0.218458,0.654326,,,
0.992826,-0.0108818,0.651699,,,
0.893221,-0.24743,0.672854,,,
1.00247,-0.0330007,0.613839,,,
0.901202,-0.253031,0.625037,,,
-0.0744677,-0.416285,1.10138,,,
0.212731,0.0078183,0.955717,,,
0.493743,-0.0975481,0.744972,,,
0.332851,-0.0782405,0.994716,,,
0.469455,-0.272581,0.703864,,,
0.347254,-0.257737,0.936648,,,
0.244864,0.00777807,0.852845,,,
0.470268,-0.248935,0.700646,,,
0.245883,0.0270638,0.840168,,,
0.288335,0.00915567,0.797553,,,
0.354148,-0.340569,0.935964,,,
0.215868,-0.00359123,0.878351,,,
0.415981,-0.348281,0.813718,,,
0.47358,-0.272757,0.707477,,,
0.476183,-0.305924,0.704893,,,
0.487553,-0.273848,0.695313,,,
0.464892,-0.361003,0.677702,,,
0.481651,-0.357484,0.693603,,,
0.480813,-0.306954,0.682181,,,
0.238487,0.0062344,0.862594,,,
0.96302,-0.184753,0.598967,,,
0.978083,-0.391564,0.519958,,,
0.436759,-0.171151,0.868243,,,
0.845279,-0.247603,0.741208,,,
0.419722,-0.432127,0.806185,,,
0.990127,-0.331842,0.466485,,,
0.868534,-0.0401184,0.803945,,,
0.911525,-0.25448,0.641257,,,
0.953446,-0.105114,0.658662,,,
0.881041,-0.179489,0.691383,,,
0.999184,-0.106079,0.588371,,,
0.462023,-0.337274,0.687134,,,
0.815623,-0.401671,0.659128,,,
0.859642,-0.114688,0.758107,,,
0.35302,-0.340431,0.934029,,,
1.04114,0.0510289,0.602899,,,
0.867942,0.00790009,0.797592,,,
1.0575,-0.159746,0.741333,,,
1.01893,-0.017914,0.597593,,,
0.929921,-0.0256591,0.714414,,,
0.82785,-0.405367,0.67743,,,
0.984574,-0.337859,0.497451,,,
0.877589,-0.206397,0.71228,,,
0.414446,-0.21345,0.832651,,,
0.49418,-0.0981803,0.746376,,,
0.484749,-0.134743,0.733249,,,
0.512838,-0.171946,0.74065,,,
0.49328,-0.169348,0.73373,,,
0.248344,0.00140971,0.845049,,,
0.320442,-0.112879,0.998423,,,
0.329784,0.0227332,0.824208,,,
0.29645,0.00429019,0.904503,,,
0.373104,-0.184162,0.646199,,,
0.829821,-0.134526,0.821263,,,
0.384375,0.014306,0.865863,,,
0.349441,-0.180833,0.953789,,,
0.492063,-0.120973,0.742846,,,
0.481745,-0.272293,0.707141,,,
