0.211178,-0.169229,0.848388,,,,
0.0648537,-0.141585,0.92067,,,,
0.0554721,-0.136196,0.881276,,,,
0.0497205,-0.144754,0.763298,,,,
-0.361693,-0.31365,1.1851,,,,
-0.468137,-0.25411,1.06785,,,,
-0.299534,-0.0844468,0.63295,,,,
-0.293516,-0.078318,0.624262,,,,
-0.261896,-0.226329,0.976321,,,,
-0.291146,-0.248005,1.07612,,,,
-0.312294,-0.272213,1.02819,,,,
-0.229544,-0.230861,0.994379,,,,
-0.243859,-0.254329,1.08252,,,,
-0.224581,-0.232438,0.98791,,,,
-0.374012,-0.247741,1.03926,,,,
0.273134,-0.0734446,0.694267,,,,
0.0433442,-0.119578,0.846787,,,,
0.205124,-0.166822,0.723767,,,,
0.0846582,-0.123567,0.828106,,,,
0.213773,-0.169733,0.825599,,,,
0.212967,-0.17751,0.835912,,,,
0.233267,-0.17707,0.908618,,,,
-0.255478,-0.226924,0.957819,,,,
-0.260522,-0.228081,0.961197,,,,
-0.350492,-0.272052,1.04031,,,,
-0.340151,-0.289708,1.12203,,,,
-0.353106,-0.301568,1.15885,,,,
-0.254453,-0.220749,0.942272,,,,
0.221882,-0.184959,0.776211,,,,
0.226574,-0.204324,0.764924,,,,
0.192275,-0.114837,0.840405,,,,
0.177644,-0.114868,0.814481,,,,
0.0938369,-0.116079,0.89603,,,,
-0.335992,-0.255601,1.03526,,,,
-0.367177,-0.289699,1.14874,,,,
-0.325104,-0.281235,1.08654,,,,
-0.368701,-0.293233,1.12661,,,,
-0.296231,-0.30036,1.17221,,,,
-0.286536,-0.283898,1.12105,,,,
-0.367384,-0.328637,1.2525,,,,
-0.302131,-0.286391,1.08341,,,,
-0.472582,-0.277104,1.09002,,,,
-0.533914,-0.276336,1.13575,,,,
-0.242768,-0.257568,1.10237,,,,
-0.292968,-0.0768119,0.616176,,,,
-0.230803,-0.0963608,0.825497,,,,
-0.537173,-0.281942,1.1438,,,,
-0.267346,-0.227535,0.958713,,,,
-0.345363,-0.304904,1.1169,,,,
-0.350234,-0.261184,1.07538,,,,
-0.386934,-0.274814,1.11284,,,,
-0.274926,-0.246986,1.06176,,,,
0.291804,-0.126059,0.891102,,,,
0.229038,-0.131653,0.911278,,,,
0.192131,-0.1104,0.81312,,,,
0.247159,-0.180489,0.740799,,,,
0.0381424,-0.412141,1.28922,,,,
0.0494706,-0.393116,1.3772,,,,
0.128525,-0.142039,0.93735,,,,
0.211201,-0.167383,0.724616,,,,
0.277382,-0.1733,0.843767,,,,
0.287127,-0.128907,0.891337,,,,
-0.502339,-0.32595,1.10635,,,,
-0.467802,-0.293641,1.05108,,,,
-0.446244,-0.339026,1.23174,,,,
-0.0214205,-0.142458,0.853033,,,,
-0.240268,-0.121911,0.966913,,,,
-0.100841,-0.132613,1.03421,,,,
-0.0337219,-0.404889,1.26632,,,,
-1.44359,-0.503962,0.515752,,,,
-1.42981,-0.184275,0.512942,,,,
-1.42332,0.0364936,-0.561984,,,,
