-0.287298,0.202337,0.750754
-0.0818316,0.24709,1.33112
-0.0799484,0.116499,1.35785
-0.226625,0.175729,0.788556
-0.0876236,0.12733,1.25579
-0.173111,0.207509,1.03248
0.197914,0.184562,0.957797
0.22162,0.158538,1.0197
0.017805,0.13083,1.25036
-0.490973,-0.137226,1.31091
-0.054156,0.109958,1.30719
0.0727468,0.195556,0.801653
-0.309808,0.293592,1.00938
-0.27366,0.245105,0.7694
-0.112998,0.286958,1.04055
-0.0946682,0.266683,1.03304
-0.248387,0.251857,0.844369
-0.266588,0.234882,0.806385
-0.271937,0.234207,0.793229
-0.243685,0.193185,0.781028
-0.0707775,0.10954,1.33049
0.220639,0.151902,1.02725
0.216414,0.158913,1.02412
0.203356,0.145538,1.04645
-0.0599776,0.193739,1.18375
-0.417793,-0.302014,1.29519
-0.473401,-0.131422,1.18686
-0.341075,-0.0192902,1.58259
-0.486414,-0.12255,1.30672
-0.41854,-0.262808,1.31589
-0.208336,0.252618,1.10988
-0.278482,0.233938,0.780265
-0.16835,0.303597,0.983544
-0.18271,0.257323,1.12386
-0.186727,0.254129,1.11321
-0.425065,-0.294559,1.29288
-0.181994,0.673213,-1.05419
-0.591715,0.383448,-0.548717
-0.847999,0.456757,-0.5422
-0.28009,0.339381,-0.326912
-0.205721,0.561009,-0.974427
-0.369524,0.457173,-0.857183
-0.461951,0.312156,-0.607933
-0.13635,0.393263,-0.566057
-0.182201,0.346075,-0.432113
-0.385207,0.541279,-0.614961
0.164769,0.439649,-0.900241
0.150953,0.421243,-0.837253
0.123064,0.431524,-0.887532
0.0407412,0.615485,-0.829929
-0.477389,0.613553,-0.647079
-0.386816,0.476996,-0.543128
0.117331,0.45448,-0.800763
0.0441031,0.467595,-0.837797
0.157323,0.415427,-0.836747
0.0220728,0.61903,-1.09134
0.110854,0.453865,-0.944668
-0.0607364,0.518915,-0.971392
-0.618455,0.307807,-0.526077
0.146396,0.446818,-0.893652
-0.157954,0.409093,-0.581869
-0.239961,0.49193,-1.02734
-0.713637,0.321581,-0.529726
-0.236251,0.612009,-0.998418
-0.405232,0.535115,-0.758928
0.161364,0.46205,-0.811996
0.166978,0.250466,-1.64798
0.0305763,0.508685,-0.896368
0.137632,0.417196,-0.858555
-0.360821,0.522776,-0.601435
-0.4654,0.562809,-0.553114
0.137102,0.429596,-0.858985
-0.446211,0.615861,-0.607559
0.152821,0.427616,-0.852387
-0.133509,0.44222,-0.66998
0.153921,0.444362,-0.884328
-0.488237,0.698618,-0.731195
-0.12574,0.461397,-0.89365
-0.158515,0.494873,-0.972561
-0.640741,0.299786,-0.558815
-0.679495,0.314274,-0.595705
-0.431179,0.62288,-0.698272
-0.447489,0.42119,-0.719509
-0.400518,0.584046,-0.659755
-0.177814,0.471927,-0.954795
-0.233105,0.486468,-1.02123
-0.138006,0.362214,-0.430815
-0.392676,0.330406,-0.268787
0.123142,0.450664,-0.920088
-0.429326,0.428315,-0.755331
-0.142491,0.437756,-0.871855
-0.419724,0.532014,-0.757394
-0.219706,0.462945,-0.970403
-0.390397,0.50649,-0.560545
-0.152276,0.660645,-1.27223
0.0502623,0.644072,-0.918289
0.170079,0.430445,-0.8923
-0.435928,0.364861,-0.574353
0.123691,0.437179,-0.866549
0.0521625,0.666111,-0.941005
-0.038824,0.45693,-0.850227
-0.1577,0.382314,-0.461819
-0.534889,0.706492,-0.712456
-0.376654,0.443355,-0.607973
-0.194963,0.534695,-0.841286
-0.236285,0.469607,-0.96893
-0.48685,0.302714,-0.276375
-0.419203,0.4827,-0.45453
-0.477231,0.639477,-0.618849
0.107376,0.6645,-0.865084
0.0608534,0.58329,-0.84387
-0.323748,0.379762,-0.535861
-0.22786,0.578533,-0.968019
-0.420066,0.608603,-0.682872
0.160043,0.469347,-0.731563
-0.136142,0.404178,-0.58722
-0.482102,0.691237,-0.785263
-0.458115,0.458045,-0.600688
-0.378637,0.433443,-0.614425
0.0374203,0.674835,-0.964346
0.0520933,0.690536,-0.978716
-0.0209887,0.45788,-0.812887
-0.354494,0.420396,-0.57699
-0.506721,0.615999,-0.630684
0.140503,0.42376,-0.862903
-0.241132,0.478084,-0.98775
0.125937,0.426513,-0.861465
-0.350064,0.497848,-0.5671
-0.458754,0.499296,-0.618705
-0.499683,0.414411,-0.624599
-0.223479,0.396782,-0.51754
-0.362953,0.523797,-0.602422
-0.668729,0.345257,-0.597067
0.130102,0.407137,-0.828938
0.161357,0.457046,-0.720899
-0.148822,0.546367,-0.996465
-0.489545,0.335195,-0.669278
-0.316049,0.415016,-0.604951
0.163911,0.491602,-0.764167
0.18913,0.462344,-0.824793
-0.171852,0.437054,-0.621474
-0.145143,0.398969,-0.570426
-0.050306,0.50237,-0.935663
0.17817,0.266284,-1.75142
0.117999,0.438318,-0.91897
-0.192133,0.358539,-0.448359
-0.376715,0.446226,-0.608699
0.184849,0.671867,-0.837694
0.0939331,0.472654,-0.952509
-0.445177,0.441985,-0.780333
-0.0271529,0.481319,-0.859242
-0.127989,0.654082,-1.05954
0.152459,0.485546,-0.796922
-0.477905,0.504294,-0.633293
-0.168363,0.599096,-0.941923
-0.0989946,0.55301,-0.896994
0.0341341,0.459977,-0.831919
-0.414609,0.551126,-0.594163
0.124965,0.436753,-0.901962
-0.0388919,0.433567,-0.805418
0.13162,0.613587,-0.786873
-0.187473,0.352739,-0.441648
0.09605,0.483848,-0.917187
0.0939748,0.483132,-0.915226
-0.154764,0.456482,-0.709734
-0.0597905,0.475287,-0.898041
-0.160214,0.457893,-0.712848
0.0291246,0.551795,-0.943963
0.12166,0.427131,-0.842344
-0.0165596,0.418742,-0.749012
0.865616,0.490182,-0.183368
1.07907,0.464145,-0.980298
0.878052,0.558596,-0.261459
1.53423,0.0174092,-1.01035
1.29501,0.526942,-1.29318
0.950576,0.527566,-0.272176
0.71889,0.456001,-0.253577
1.04437,0.493686,-0.0880409
1.22661,0.420708,-1.23047
0.937255,0.522522,-0.275535
1.1749,0.529424,-1.00561
1.0362,0.364599,-0.0551811
1.26409,0.354552,-0.105244
1.183,0.598761,-1.01979
1.16156,0.531355,-1.13101
1.19548,0.587171,-1.03437
1.21069,0.631274,-1.24717
1.19029,0.47334,-1.0717
0.43655,0.170511,-1.73562
0.613999,0.161168,-1.55699
-0.144568,0.341487,-0.420523
-0.318552,0.378338,-0.5288
0.193166,0.6296,-0.773994
0.171158,0.40333,-0.779928
0.116668,0.438525,-0.889103
0.0318997,0.479368,-0.846008
0.133136,0.422081,-0.859698
0.0414518,0.651343,-0.903885
-0.418649,0.545221,-0.577343
0.150706,0.413474,-0.853778
0.15221,0.420723,-0.841074
0.0902838,0.490179,-0.983504
0.128565,0.439749,-0.873386
-0.34649,0.458701,-0.661933
0.122582,0.438251,-0.885023
0.125074,0.424292,-0.842168
0.120705,0.478231,-0.838106
0.020082,0.646933,-0.947065
-0.167976,0.685408,-1.00376
0.152507,0.388979,-0.77735
0.0304288,0.512617,-0.882592
0.0414619,0.60648,-0.817412
-0.481098,0.33036,-0.65597
-0.503074,0.614853,-0.612949
0.113164,0.563875,-0.726685
-0.153119,0.377294,-0.45585
0.121217,0.437211,-0.90618
